date,platform,source,campaign,spend,impressions,clicks,platform_conversions
2025-01-01,Google Ads,Google Ads,Search | Interior Painting,182.21,361,25,1
2025-05-21,Meta,Facebook Ads,Meta | Seasonal Promo,157.46,3268,61,3
2025-05-21,Meta,Facebook Ads,Meta | Free Estimate,70.59,1914,37,1
2025-05-22,Google Ads,Google Ads,Search | Interior Painting,236.25,486,33,2
2025-05-22,Google Ads,Google Ads,Search | Exterior Painting,103.44,204,12,1
2025-05-22,Google Ads,Google Ads,Search | Cabinet Painting,22.4,42,3,0
2025-05-22,Google Ads,Google Ads,Search | Drywall Repair,112.94,319,21,1
2025-05-22,Google Ads,Google Ads,Search | Minor Remodeling,100.05,187,10,0
2025-05-22,Meta,Facebook Ads,Meta | Home Refresh,21.39,554,8,0
2025-05-22,Meta,Facebook Ads,Meta | Seasonal Promo,84.08,1729,35,1
2025-05-22,Meta,Facebook Ads,Meta | Free Estimate,179.0,4636,92,2
2025-05-23,Google Ads,Google Ads,Search | Interior Painting,124.69,262,17,1
2025-05-23,Google Ads,Google Ads,Search | Exterior Painting,49.89,100,7,0
2025-05-23,Google Ads,Google Ads,Search | Cabinet Painting,241.7,512,37,2
2025-05-23,Google Ads,Google Ads,Search | Drywall Repair,132.06,295,24,2
2025-05-23,Google Ads,Google Ads,Search | Minor Remodeling,149.26,256,15,1
2025-05-23,Meta,Facebook Ads,Meta | Home Refresh,14.99,406,6,0
2025-05-23,Meta,Facebook Ads,Meta | Seasonal Promo,44.43,1073,22,0
2025-05-23,Meta,Facebook Ads,Meta | Free Estimate,186.04,4319,93,5
2025-05-24,Google Ads,Google Ads,Search | Interior Painting,96.78,218,15,1
2025-05-24,Google Ads,Google Ads,Search | Exterior Painting,134.29,249,16,1
2025-05-24,Google Ads,Google Ads,Search | Cabinet Painting,100.78,243,15,1
2025-05-24,Google Ads,Google Ads,Search | Drywall Repair,17.28,38,3,0
2025-05-24,Google Ads,Google Ads,Search | Minor Remodeling,172.59,318,17,1
2025-05-24,Meta,Facebook Ads,Meta | Home Refresh,5.51,116,2,0
2025-05-24,Meta,Facebook Ads,Meta | Seasonal Promo,33.1,753,13,0
2025-05-24,Meta,Facebook Ads,Meta | Free Estimate,287.2,6060,139,3
2025-05-25,Google Ads,Google Ads,Search | Interior Painting,66.82,151,10,0
2025-05-25,Google Ads,Google Ads,Search | Exterior Painting,138.29,339,19,1
2025-05-25,Google Ads,Google Ads,Search | Cabinet Painting,21.4,47,3,0
2025-05-25,Google Ads,Google Ads,Search | Drywall Repair,220.1,582,39,1
2025-05-25,Google Ads,Google Ads,Search | Minor Remodeling,285.16,509,31,1
2025-05-25,Meta,Facebook Ads,Meta | Home Refresh,103.85,2151,34,1
2025-05-25,Meta,Facebook Ads,Meta | Seasonal Promo,19.54,471,9,0
2025-05-25,Meta,Facebook Ads,Meta | Free Estimate,104.48,3139,60,2
2025-05-26,Google Ads,Google Ads,Search | Interior Painting,105.19,211,14,1
2025-05-26,Google Ads,Google Ads,Search | Exterior Painting,299.84,632,40,2
2025-05-26,Google Ads,Google Ads,Search | Cabinet Painting,102.5,277,19,1
2025-05-26,Google Ads,Google Ads,Search | Drywall Repair,185.17,493,34,2
2025-05-26,Google Ads,Google Ads,Search | Minor Remodeling,127.61,281,15,1
2025-05-26,Meta,Facebook Ads,Meta | Home Refresh,167.56,4260,71,2
2025-05-26,Meta,Facebook Ads,Meta | Seasonal Promo,171.23,5329,93,2
2025-05-26,Meta,Facebook Ads,Meta | Free Estimate,170.84,5250,96,4
2025-05-27,Google Ads,Google Ads,Search | Interior Painting,181.45,357,24,1
2025-05-27,Google Ads,Google Ads,Search | Exterior Painting,182.94,347,22,1
2025-05-27,Google Ads,Google Ads,Search | Cabinet Painting,431.26,941,61,4
2025-05-27,Google Ads,Google Ads,Search | Drywall Repair,21.54,59,4,0
2025-05-27,Google Ads,Google Ads,Search | Minor Remodeling,59.79,118,7,0
2025-05-27,Meta,Facebook Ads,Meta | Home Refresh,227.32,4490,79,3
2025-05-27,Meta,Facebook Ads,Meta | Seasonal Promo,23.29,398,7,0
2025-05-27,Meta,Facebook Ads,Meta | Free Estimate,107.17,2926,53,3
2025-05-28,Google Ads,Google Ads,Search | Interior Painting,289.88,742,45,4
2025-05-28,Google Ads,Google Ads,Search | Exterior Painting,756.54,1556,96,5
2025-05-28,Google Ads,Google Ads,Search | Cabinet Painting,125.89,335,23,1
2025-05-28,Google Ads,Google Ads,Search | Drywall Repair,5.0,14,1,0
2025-05-28,Google Ads,Google Ads,Search | Minor Remodeling,302.92,672,35,2
2025-05-28,Meta,Facebook Ads,Meta | Home Refresh,167.56,2854,48,2
2025-05-28,Meta,Facebook Ads,Meta | Seasonal Promo,60.61,1268,26,1
2025-05-28,Meta,Facebook Ads,Meta | Free Estimate,103.1,2333,51,2
2025-05-29,Google Ads,Google Ads,Search | Interior Painting,170.33,392,26,2
2025-05-29,Google Ads,Google Ads,Search | Exterior Painting,660.11,1484,87,5
2025-05-29,Google Ads,Google Ads,Search | Cabinet Painting,353.14,936,60,5
2025-05-29,Google Ads,Google Ads,Search | Drywall Repair,9.48,31,2,0
2025-05-29,Google Ads,Google Ads,Search | Minor Remodeling,5.0,16,1,0
2025-05-29,Meta,Facebook Ads,Meta | Home Refresh,113.32,2142,38,1
2025-05-29,Meta,Facebook Ads,Meta | Seasonal Promo,215.5,4989,89,3
2025-05-29,Meta,Facebook Ads,Meta | Free Estimate,81.45,2030,41,1
2025-05-30,Google Ads,Google Ads,Search | Interior Painting,119.68,287,17,1
2025-05-30,Google Ads,Google Ads,Search | Exterior Painting,344.15,649,38,2
2025-05-30,Google Ads,Google Ads,Search | Cabinet Painting,18.06,45,3,0
2025-05-30,Google Ads,Google Ads,Search | Drywall Repair,297.27,818,65,4
2025-05-30,Google Ads,Google Ads,Search | Minor Remodeling,427.71,1142,52,2
2025-05-30,Meta,Facebook Ads,Meta | Home Refresh,32.23,815,14,0
2025-05-30,Meta,Facebook Ads,Meta | Seasonal Promo,74.78,1631,29,1
2025-05-30,Meta,Facebook Ads,Meta | Free Estimate,22.81,461,10,0
2025-05-31,Google Ads,Google Ads,Search | Interior Painting,38.83,74,6,0
2025-05-31,Google Ads,Google Ads,Search | Exterior Painting,319.79,605,33,3
2025-05-31,Google Ads,Google Ads,Search | Cabinet Painting,471.07,1144,79,3
2025-05-31,Google Ads,Google Ads,Search | Drywall Repair,46.25,128,9,0
2025-05-31,Google Ads,Google Ads,Search | Minor Remodeling,10.47,20,1,0
2025-05-31,Meta,Facebook Ads,Meta | Home Refresh,42.88,854,14,0
2025-05-31,Meta,Facebook Ads,Meta | Seasonal Promo,67.66,1487,30,2
2025-05-31,Meta,Facebook Ads,Meta | Free Estimate,115.52,2405,55,2
2025-06-01,Google Ads,Google Ads,Search | Interior Painting,245.85,600,34,2
2025-06-01,Google Ads,Google Ads,Search | Exterior Painting,13.52,33,2,0
2025-06-01,Google Ads,Google Ads,Search | Cabinet Painting,212.5,548,36,2
2025-06-01,Google Ads,Google Ads,Search | Drywall Repair,44.44,119,9,0
2025-06-01,Google Ads,Google Ads,Search | Minor Remodeling,222.41,445,25,1
2025-06-01,Meta,Facebook Ads,Meta | Home Refresh,65.51,1507,22,1
2025-06-01,Meta,Facebook Ads,Meta | Seasonal Promo,14.78,407,8,0
2025-06-01,Meta,Facebook Ads,Meta | Free Estimate,169.45,3669,81,3
2025-06-02,Google Ads,Google Ads,Search | Interior Painting,507.54,1090,77,4
2025-06-02,Google Ads,Google Ads,Search | Exterior Painting,162.25,250,16,1
2025-06-02,Google Ads,Google Ads,Search | Cabinet Painting,32.53,71,5,0
2025-06-02,Google Ads,Google Ads,Search | Drywall Repair,14.4,45,3,0
2025-06-02,Google Ads,Google Ads,Search | Minor Remodeling,407.21,923,45,2
2025-06-02,Meta,Facebook Ads,Meta | Home Refresh,187.0,4185,66,2
2025-06-02,Meta,Facebook Ads,Meta | Seasonal Promo,86.75,2349,45,1
2025-06-02,Meta,Facebook Ads,Meta | Free Estimate,70.61,1396,31,1
2025-06-03,Google Ads,Google Ads,Search | Interior Painting,207.7,568,36,2
2025-06-03,Google Ads,Google Ads,Search | Exterior Painting,493.8,1196,76,3
2025-06-03,Google Ads,Google Ads,Search | Cabinet Painting,162.78,392,27,1
2025-06-03,Google Ads,Google Ads,Search | Drywall Repair,288.48,795,54,3
2025-06-03,Google Ads,Google Ads,Search | Minor Remodeling,612.05,1506,73,3
2025-06-03,Meta,Facebook Ads,Meta | Home Refresh,152.74,3145,52,2
2025-06-03,Meta,Facebook Ads,Meta | Seasonal Promo,75.66,1790,31,1
2025-06-03,Meta,Facebook Ads,Meta | Free Estimate,5.0,95,2,0
2025-06-04,Google Ads,Google Ads,Search | Interior Painting,184.69,430,27,3
2025-06-04,Google Ads,Google Ads,Search | Exterior Painting,228.0,465,26,2
2025-06-04,Google Ads,Google Ads,Search | Cabinet Painting,239.88,560,39,2
2025-06-04,Google Ads,Google Ads,Search | Drywall Repair,208.52,578,37,2
2025-06-04,Google Ads,Google Ads,Search | Minor Remodeling,170.37,318,16,1
2025-06-04,Meta,Facebook Ads,Meta | Home Refresh,86.6,2017,35,0
2025-06-04,Meta,Facebook Ads,Meta | Seasonal Promo,20.49,438,8,0
2025-06-04,Meta,Facebook Ads,Meta | Free Estimate,94.7,2533,51,1
2025-06-05,Google Ads,Google Ads,Search | Interior Painting,431.03,1094,69,3
2025-06-05,Google Ads,Google Ads,Search | Exterior Painting,264.07,613,35,3
2025-06-05,Google Ads,Google Ads,Search | Cabinet Painting,9.59,14,1,0
2025-06-05,Google Ads,Google Ads,Search | Drywall Repair,106.41,250,18,1
2025-06-05,Google Ads,Google Ads,Search | Minor Remodeling,183.44,304,18,1
2025-06-05,Meta,Facebook Ads,Meta | Home Refresh,149.36,3818,57,1
2025-06-05,Meta,Facebook Ads,Meta | Seasonal Promo,57.99,1421,28,1
2025-06-05,Meta,Facebook Ads,Meta | Free Estimate,152.76,3316,83,2
2025-06-06,Google Ads,Google Ads,Search | Interior Painting,158.04,412,25,1
2025-06-06,Google Ads,Google Ads,Search | Exterior Painting,137.9,299,16,1
2025-06-06,Google Ads,Google Ads,Search | Cabinet Painting,118.09,293,19,1
2025-06-06,Google Ads,Google Ads,Search | Drywall Repair,208.73,543,38,3
2025-06-06,Google Ads,Google Ads,Search | Minor Remodeling,21.92,54,3,0
2025-06-06,Meta,Facebook Ads,Meta | Home Refresh,69.36,1401,24,1
2025-06-06,Meta,Facebook Ads,Meta | Seasonal Promo,56.52,1343,28,1
2025-06-06,Meta,Facebook Ads,Meta | Free Estimate,107.1,2704,53,1
2025-06-07,Google Ads,Google Ads,Search | Interior Painting,448.19,1029,66,3
2025-06-07,Google Ads,Google Ads,Search | Exterior Painting,349.91,735,43,3
2025-06-07,Google Ads,Google Ads,Search | Cabinet Painting,19.63,46,3,0
2025-06-07,Google Ads,Google Ads,Search | Drywall Repair,177.86,502,32,3
2025-06-07,Google Ads,Google Ads,Search | Minor Remodeling,6.38,16,1,0
2025-06-07,Meta,Facebook Ads,Meta | Home Refresh,90.54,1681,31,1
2025-06-07,Meta,Facebook Ads,Meta | Seasonal Promo,196.48,4660,87,2
2025-06-07,Meta,Facebook Ads,Meta | Free Estimate,29.86,797,17,0
2025-06-08,Google Ads,Google Ads,Search | Interior Painting,23.16,59,4,0
2025-06-08,Google Ads,Google Ads,Search | Exterior Painting,80.18,149,10,1
2025-06-08,Google Ads,Google Ads,Search | Cabinet Painting,102.71,235,16,1
2025-06-08,Google Ads,Google Ads,Search | Drywall Repair,41.79,99,7,0
2025-06-08,Google Ads,Google Ads,Search | Minor Remodeling,55.71,94,5,0
2025-06-08,Meta,Facebook Ads,Meta | Home Refresh,20.48,436,7,0
2025-06-08,Meta,Facebook Ads,Meta | Seasonal Promo,202.71,4454,82,2
2025-06-08,Meta,Facebook Ads,Meta | Free Estimate,30.48,782,15,0
2025-06-09,Google Ads,Google Ads,Search | Interior Painting,249.32,481,34,3
2025-06-09,Google Ads,Google Ads,Search | Exterior Painting,478.89,1047,61,3
2025-06-09,Google Ads,Google Ads,Search | Cabinet Painting,187.2,445,29,1
2025-06-09,Google Ads,Google Ads,Search | Drywall Repair,176.89,629,38,2
2025-06-09,Google Ads,Google Ads,Search | Minor Remodeling,28.28,57,3,0
2025-06-09,Meta,Facebook Ads,Meta | Home Refresh,80.35,1769,30,1
2025-06-09,Meta,Facebook Ads,Meta | Seasonal Promo,108.2,1810,40,0
2025-06-09,Meta,Facebook Ads,Meta | Free Estimate,26.43,573,13,0
2025-06-10,Google Ads,Google Ads,Search | Interior Painting,147.72,364,23,1
2025-06-10,Google Ads,Google Ads,Search | Exterior Painting,470.26,1157,69,4
2025-06-10,Google Ads,Google Ads,Search | Cabinet Painting,65.0,142,10,1
2025-06-10,Google Ads,Google Ads,Search | Drywall Repair,63.71,130,10,1
2025-06-10,Google Ads,Google Ads,Search | Minor Remodeling,199.92,435,22,1
2025-06-10,Meta,Facebook Ads,Meta | Home Refresh,110.36,2714,43,1
2025-06-10,Meta,Facebook Ads,Meta | Seasonal Promo,542.93,13079,210,9
2025-06-10,Meta,Facebook Ads,Meta | Free Estimate,128.77,2812,64,3
2025-06-11,Google Ads,Google Ads,Search | Interior Painting,167.07,382,24,2
2025-06-11,Google Ads,Google Ads,Search | Exterior Painting,24.53,56,3,0
2025-06-11,Google Ads,Google Ads,Search | Cabinet Painting,238.42,441,34,2
2025-06-11,Google Ads,Google Ads,Search | Drywall Repair,35.11,92,6,0
2025-06-11,Google Ads,Google Ads,Search | Minor Remodeling,68.62,166,9,0
2025-06-11,Meta,Facebook Ads,Meta | Home Refresh,172.88,3900,63,2
2025-06-11,Meta,Facebook Ads,Meta | Seasonal Promo,5.0,101,2,0
2025-06-11,Meta,Facebook Ads,Meta | Free Estimate,128.53,3277,66,2
2025-06-12,Google Ads,Google Ads,Search | Interior Painting,313.15,743,54,2
2025-06-12,Google Ads,Google Ads,Search | Exterior Painting,439.61,932,57,3
2025-06-12,Google Ads,Google Ads,Search | Cabinet Painting,127.8,275,19,1
2025-06-12,Google Ads,Google Ads,Search | Drywall Repair,84.82,237,16,1
2025-06-12,Google Ads,Google Ads,Search | Minor Remodeling,129.43,296,15,1
2025-06-12,Meta,Facebook Ads,Meta | Home Refresh,70.61,1683,30,1
2025-06-12,Meta,Facebook Ads,Meta | Seasonal Promo,171.4,3620,74,2
2025-06-12,Meta,Facebook Ads,Meta | Free Estimate,68.19,1366,29,1
2025-06-13,Google Ads,Google Ads,Search | Interior Painting,140.44,329,19,2
2025-06-13,Google Ads,Google Ads,Search | Exterior Painting,299.36,613,34,2
2025-06-13,Google Ads,Google Ads,Search | Cabinet Painting,272.03,589,41,2
2025-06-13,Google Ads,Google Ads,Search | Drywall Repair,95.67,239,17,1
2025-06-13,Google Ads,Google Ads,Search | Minor Remodeling,46.59,100,5,0
2025-06-13,Meta,Facebook Ads,Meta | Home Refresh,120.72,2731,46,1
2025-06-13,Meta,Facebook Ads,Meta | Seasonal Promo,207.87,3982,76,3
2025-06-13,Meta,Facebook Ads,Meta | Free Estimate,127.72,2513,51,3
2025-06-14,Google Ads,Google Ads,Search | Interior Painting,170.59,376,23,2
2025-06-14,Google Ads,Google Ads,Search | Exterior Painting,472.4,1062,57,4
2025-06-14,Google Ads,Google Ads,Search | Cabinet Painting,569.09,1522,102,5
2025-06-14,Google Ads,Google Ads,Search | Drywall Repair,21.32,56,4,0
2025-06-14,Google Ads,Google Ads,Search | Minor Remodeling,525.72,982,46,4
2025-06-14,Meta,Facebook Ads,Meta | Home Refresh,144.84,2584,44,2
2025-06-14,Meta,Facebook Ads,Meta | Seasonal Promo,5.89,95,2,0
2025-06-14,Meta,Facebook Ads,Meta | Free Estimate,5.36,136,3,0
2025-06-15,Google Ads,Google Ads,Search | Interior Painting,181.84,470,28,2
2025-06-15,Google Ads,Google Ads,Search | Exterior Painting,411.15,1014,56,4
2025-06-15,Google Ads,Google Ads,Search | Cabinet Painting,339.41,736,43,3
2025-06-15,Google Ads,Google Ads,Search | Drywall Repair,7.88,14,1,0
2025-06-15,Google Ads,Google Ads,Search | Minor Remodeling,209.24,407,24,1
2025-06-15,Meta,Facebook Ads,Meta | Home Refresh,80.52,1848,34,2
2025-06-15,Meta,Facebook Ads,Meta | Seasonal Promo,25.54,417,9,0
2025-06-15,Meta,Facebook Ads,Meta | Free Estimate,29.07,821,15,0
2025-06-16,Google Ads,Google Ads,Search | Interior Painting,338.35,785,48,2
2025-06-16,Google Ads,Google Ads,Search | Exterior Painting,405.33,769,48,3
2025-06-16,Google Ads,Google Ads,Search | Cabinet Painting,186.63,408,33,2
2025-06-16,Google Ads,Google Ads,Search | Drywall Repair,209.96,498,37,3
2025-06-16,Google Ads,Google Ads,Search | Minor Remodeling,236.62,438,25,1
2025-06-16,Meta,Facebook Ads,Meta | Home Refresh,265.98,6977,104,5
2025-06-16,Meta,Facebook Ads,Meta | Seasonal Promo,78.39,1629,31,1
2025-06-16,Meta,Facebook Ads,Meta | Free Estimate,216.37,6182,112,1
2025-06-17,Google Ads,Google Ads,Search | Interior Painting,68.62,122,8,2
2025-06-17,Google Ads,Google Ads,Search | Exterior Painting,270.93,596,36,2
2025-06-17,Google Ads,Google Ads,Search | Cabinet Painting,308.49,651,45,1
2025-06-17,Google Ads,Google Ads,Search | Drywall Repair,81.35,172,14,1
2025-06-17,Google Ads,Google Ads,Search | Minor Remodeling,213.58,424,21,1
2025-06-17,Meta,Facebook Ads,Meta | Home Refresh,93.5,2025,35,1
2025-06-17,Meta,Facebook Ads,Meta | Seasonal Promo,328.36,5312,108,5
2025-06-17,Meta,Facebook Ads,Meta | Free Estimate,17.78,404,9,0
2025-06-18,Google Ads,Google Ads,Search | Interior Painting,488.23,1207,61,4
2025-06-18,Google Ads,Google Ads,Search | Exterior Painting,168.58,454,24,1
2025-06-18,Google Ads,Google Ads,Search | Cabinet Painting,260.77,673,40,2
2025-06-18,Google Ads,Google Ads,Search | Drywall Repair,33.77,83,6,0
2025-06-18,Google Ads,Google Ads,Search | Minor Remodeling,33.28,55,3,0
2025-06-18,Meta,Facebook Ads,Meta | Home Refresh,168.09,3487,63,2
2025-06-18,Meta,Facebook Ads,Meta | Seasonal Promo,145.7,2369,52,2
2025-06-18,Meta,Facebook Ads,Meta | Free Estimate,124.91,2660,60,2
2025-06-19,Google Ads,Google Ads,Search | Interior Painting,286.33,671,39,4
2025-06-19,Google Ads,Google Ads,Search | Exterior Painting,286.36,658,35,4
2025-06-19,Google Ads,Google Ads,Search | Cabinet Painting,15.23,27,2,0
2025-06-19,Google Ads,Google Ads,Search | Drywall Repair,175.37,408,31,1
2025-06-19,Google Ads,Google Ads,Search | Minor Remodeling,132.42,247,14,1
2025-06-19,Meta,Facebook Ads,Meta | Home Refresh,339.05,7842,130,4
2025-06-19,Meta,Facebook Ads,Meta | Seasonal Promo,73.33,1545,29,1
2025-06-19,Meta,Facebook Ads,Meta | Free Estimate,153.46,2727,59,2
2025-06-20,Google Ads,Google Ads,Search | Interior Painting,94.65,196,13,1
2025-06-20,Google Ads,Google Ads,Search | Exterior Painting,168.12,434,22,2
2025-06-20,Google Ads,Google Ads,Search | Cabinet Painting,419.72,985,74,4
2025-06-20,Google Ads,Google Ads,Search | Drywall Repair,162.6,426,29,3
2025-06-20,Google Ads,Google Ads,Search | Minor Remodeling,147.0,311,20,1
2025-06-20,Meta,Facebook Ads,Meta | Home Refresh,189.67,3713,62,2
2025-06-20,Meta,Facebook Ads,Meta | Seasonal Promo,123.78,2562,44,2
2025-06-20,Meta,Facebook Ads,Meta | Free Estimate,243.48,5570,105,3
2025-06-21,Google Ads,Google Ads,Search | Interior Painting,218.3,464,28,2
2025-06-21,Google Ads,Google Ads,Search | Exterior Painting,154.65,305,19,1
2025-06-21,Google Ads,Google Ads,Search | Cabinet Painting,113.05,277,19,1
2025-06-21,Google Ads,Google Ads,Search | Drywall Repair,16.73,50,3,0
2025-06-21,Google Ads,Google Ads,Search | Minor Remodeling,159.63,290,16,1
2025-06-21,Meta,Facebook Ads,Meta | Home Refresh,8.78,212,3,0
2025-06-21,Meta,Facebook Ads,Meta | Seasonal Promo,48.78,1083,19,0
2025-06-21,Meta,Facebook Ads,Meta | Free Estimate,148.47,3641,87,2
2025-06-22,Google Ads,Google Ads,Search | Interior Painting,12.4,27,2,0
2025-06-22,Google Ads,Google Ads,Search | Exterior Painting,102.77,236,14,1
2025-06-22,Google Ads,Google Ads,Search | Cabinet Painting,199.04,516,35,2
2025-06-22,Google Ads,Google Ads,Search | Drywall Repair,43.68,122,9,0
2025-06-22,Google Ads,Google Ads,Search | Minor Remodeling,47.1,99,5,0
2025-06-22,Meta,Facebook Ads,Meta | Home Refresh,67.62,1725,26,1
2025-06-22,Meta,Facebook Ads,Meta | Seasonal Promo,91.03,1841,34,1
2025-06-22,Meta,Facebook Ads,Meta | Free Estimate,60.17,1402,32,1
2025-06-23,Google Ads,Google Ads,Search | Interior Painting,229.05,586,35,3
2025-06-23,Google Ads,Google Ads,Search | Exterior Painting,657.81,1550,88,5
2025-06-23,Google Ads,Google Ads,Search | Cabinet Painting,83.49,199,14,1
2025-06-23,Google Ads,Google Ads,Search | Drywall Repair,137.91,331,24,2
2025-06-23,Google Ads,Google Ads,Search | Minor Remodeling,241.16,453,24,2
2025-06-23,Meta,Facebook Ads,Meta | Home Refresh,86.85,1755,32,1
2025-06-23,Meta,Facebook Ads,Meta | Seasonal Promo,148.83,3404,64,2
2025-06-23,Meta,Facebook Ads,Meta | Free Estimate,14.02,350,8,0
2025-06-24,Google Ads,Google Ads,Search | Interior Painting,126.84,288,20,1
2025-06-24,Google Ads,Google Ads,Search | Exterior Painting,427.21,944,57,3
2025-06-24,Google Ads,Google Ads,Search | Cabinet Painting,7.05,16,1,0
2025-06-24,Google Ads,Google Ads,Search | Drywall Repair,161.3,339,24,2
2025-06-24,Google Ads,Google Ads,Search | Minor Remodeling,149.11,296,15,1
2025-06-24,Meta,Facebook Ads,Meta | Home Refresh,69.19,1721,28,1
2025-06-24,Meta,Facebook Ads,Meta | Seasonal Promo,9.07,170,3,0
2025-06-24,Meta,Facebook Ads,Meta | Free Estimate,254.28,5085,117,4
2025-06-25,Google Ads,Google Ads,Search | Interior Painting,91.52,245,13,1
2025-06-25,Google Ads,Google Ads,Search | Exterior Painting,303.71,563,33,2
2025-06-25,Google Ads,Google Ads,Search | Cabinet Painting,199.81,390,30,2
2025-06-25,Google Ads,Google Ads,Search | Drywall Repair,158.41,399,30,0
2025-06-25,Google Ads,Google Ads,Search | Minor Remodeling,303.16,747,42,2
2025-06-25,Meta,Facebook Ads,Meta | Home Refresh,10.22,176,4,0
2025-06-25,Meta,Facebook Ads,Meta | Seasonal Promo,87.07,2092,42,0
2025-06-25,Meta,Facebook Ads,Meta | Free Estimate,11.47,236,5,0
2025-06-26,Google Ads,Google Ads,Search | Interior Painting,378.61,861,53,4
2025-06-26,Google Ads,Google Ads,Search | Exterior Painting,111.69,244,15,1
2025-06-26,Google Ads,Google Ads,Search | Cabinet Painting,279.03,690,43,3
2025-06-26,Google Ads,Google Ads,Search | Drywall Repair,9.53,28,2,0
2025-06-26,Google Ads,Google Ads,Search | Minor Remodeling,130.18,239,14,1
2025-06-26,Meta,Facebook Ads,Meta | Home Refresh,83.91,1605,26,1
2025-06-26,Meta,Facebook Ads,Meta | Seasonal Promo,38.64,799,16,0
2025-06-26,Meta,Facebook Ads,Meta | Free Estimate,105.89,2411,52,1
2025-06-27,Google Ads,Google Ads,Search | Interior Painting,345.94,725,50,3
2025-06-27,Google Ads,Google Ads,Search | Exterior Painting,82.69,177,11,2
2025-06-27,Google Ads,Google Ads,Search | Cabinet Painting,124.99,377,24,1
2025-06-27,Google Ads,Google Ads,Search | Drywall Repair,175.27,461,34,2
2025-06-27,Google Ads,Google Ads,Search | Minor Remodeling,5.0,17,1,0
2025-06-27,Meta,Facebook Ads,Meta | Home Refresh,304.94,7710,113,3
2025-06-27,Meta,Facebook Ads,Meta | Seasonal Promo,9.14,170,3,0
2025-06-27,Meta,Facebook Ads,Meta | Free Estimate,6.54,120,3,0
2025-06-28,Google Ads,Google Ads,Search | Interior Painting,159.25,264,19,2
2025-06-28,Google Ads,Google Ads,Search | Exterior Painting,262.14,485,29,2
2025-06-28,Google Ads,Google Ads,Search | Cabinet Painting,11.4,29,2,0
2025-06-28,Google Ads,Google Ads,Search | Drywall Repair,42.8,116,8,0
2025-06-28,Google Ads,Google Ads,Search | Minor Remodeling,14.31,17,1,0
2025-06-28,Meta,Facebook Ads,Meta | Home Refresh,210.67,5229,89,3
2025-06-28,Meta,Facebook Ads,Meta | Seasonal Promo,6.94,136,3,0
2025-06-28,Meta,Facebook Ads,Meta | Free Estimate,46.95,1050,22,0
2025-06-29,Google Ads,Google Ads,Search | Interior Painting,164.96,333,21,2
2025-06-29,Google Ads,Google Ads,Search | Exterior Painting,25.68,51,3,0
2025-06-29,Google Ads,Google Ads,Search | Cabinet Painting,190.11,475,27,2
2025-06-29,Google Ads,Google Ads,Search | Drywall Repair,17.16,40,3,0
2025-06-29,Google Ads,Google Ads,Search | Minor Remodeling,167.24,379,18,1
2025-06-29,Meta,Facebook Ads,Meta | Home Refresh,96.6,2255,35,1
2025-06-29,Meta,Facebook Ads,Meta | Seasonal Promo,18.84,378,7,1
2025-06-29,Meta,Facebook Ads,Meta | Free Estimate,5.0,82,2,0
2025-06-30,Google Ads,Google Ads,Search | Interior Painting,105.74,202,15,1
2025-06-30,Google Ads,Google Ads,Search | Exterior Painting,463.31,1076,64,4
2025-06-30,Google Ads,Google Ads,Search | Cabinet Painting,145.54,357,24,1
2025-06-30,Google Ads,Google Ads,Search | Drywall Repair,11.06,28,2,0
2025-06-30,Google Ads,Google Ads,Search | Minor Remodeling,260.28,624,29,2
2025-06-30,Meta,Facebook Ads,Meta | Home Refresh,125.78,2705,40,4
2025-06-30,Meta,Facebook Ads,Meta | Seasonal Promo,89.86,1886,41,1
2025-06-30,Meta,Facebook Ads,Meta | Free Estimate,66.9,1415,31,2
2025-07-01,Google Ads,Google Ads,Search | Interior Painting,477.82,1061,72,4
2025-07-01,Google Ads,Google Ads,Search | Exterior Painting,299.74,564,37,3
2025-07-01,Google Ads,Google Ads,Search | Cabinet Painting,480.56,1108,80,4
2025-07-01,Google Ads,Google Ads,Search | Drywall Repair,77.59,206,14,1
2025-07-01,Google Ads,Google Ads,Search | Minor Remodeling,296.11,615,31,2
2025-07-01,Meta,Facebook Ads,Meta | Home Refresh,83.38,1944,30,2
2025-07-01,Meta,Facebook Ads,Meta | Free Estimate,119.23,2545,56,2
2025-07-02,Google Ads,Google Ads,Search | Interior Painting,5.0,13,1,0
2025-07-02,Google Ads,Google Ads,Search | Exterior Painting,190.48,360,21,2
2025-07-02,Google Ads,Google Ads,Search | Cabinet Painting,132.78,325,19,2
2025-07-02,Google Ads,Google Ads,Search | Drywall Repair,95.91,314,20,0
2025-07-02,Google Ads,Google Ads,Search | Minor Remodeling,254.38,450,27,1
2025-07-02,Meta,Facebook Ads,Meta | Home Refresh,45.12,869,16,0
2025-07-02,Meta,Facebook Ads,Meta | Free Estimate,172.8,2902,75,3
2025-07-03,Google Ads,Google Ads,Search | Interior Painting,130.49,336,20,1
2025-07-03,Google Ads,Google Ads,Search | Exterior Painting,43.51,80,5,0
2025-07-03,Google Ads,Google Ads,Search | Cabinet Painting,146.24,284,20,2
2025-07-03,Google Ads,Google Ads,Search | Drywall Repair,107.69,337,23,1
2025-07-03,Google Ads,Google Ads,Search | Minor Remodeling,161.5,358,18,1
2025-07-03,Meta,Facebook Ads,Meta | Home Refresh,230.91,4878,88,3
